# Source: GSI Datasets | Cite as: Gruffydd-Jones, J. (2026). GSI Datasets. https://github.com/jjgj/gsi-datasets | Build: 2026-06-23
publication,ID,Date,Newspaper,Headline,snippet,sent_score
Xinhua,857,2024-10-02,Xinhua,Xi delivers speech at reception held in Beijing to celebrate 75th founding anniversary of PRC,"BEIJING, Oct. 2 (Xinhua) -- A grand reception celebrating the 75th anniversary of the founding of the People's Republic of China (PRC) was held at the Great Hall of the People on the evening of Sept. 30. Xi Jinping, gene",0.168
Xinhua,858,2024-10-12,Xinhua,1st LD Writethru: China ready to strengthen synergy of development strategies with Laos -- Premier Li,"VIENTIANE, Oct. 12 (Xinhua) -- China is ready to strengthen the synergy of development strategies with Laos, promote the expansion and improvement of economic and trade cooperation, explore more converging interests and ",0.243
Xinhua,859,2024-10-15,Xinhua,1st LD Writethru: China to work with Tajikistan to tap cooperation potential -- Premier Li,"ISLAMABAD, Oct. 15 (Xinhua) -- Chinese Premier Li Qiang said here on Tuesday that China is ready to work with Tajikistan, focusing on the high-quality Belt and Road cooperation, to tap the potential of cooperation in var",0.178
MFA,503,2024-10-16,Ministry of Foreign Affairs of the People's Republic of China - News (English),Joint Statement between the Islamic Republic of Pakistan and the People's Republic of China,"Islamabad, 15 October 2024 At the invitation of H.E. Mr. Muhammad Shehbaz Sharif, Prime Minister of the Islamic Republic of Pakistan, H.E. Mr. Li Qiang, Premier of the State Council of the People's Republic of China, pai",0.144
MFA,504,2024-10-24,Ministry of Foreign Affairs of the People's Republic of China - News (English),Combining the Great Strength of the Global South to Build Together a Community with a Shared Future for Mankind,"Remarks by H.E. Xi Jinping President of the People's Republic of China At the """"BRICS Plus"""" Dialogue Kazan, October 24, 2024 Your Excellency President Vladimir Putin, Colleagues, I would like to thank President Putin an",0.161
MFA,505,2024-10-24,Ministry of Foreign Affairs of the People's Republic of China - News (English),"Xi Jinping Attends the """"BRICS Plus"""" Dialogue and Delivers Important Remarks","On the morning of October 24, 2024 local time, President Xi Jinping attended the """"BRICS Plus"""" Dialogue at the Kazan Expo International Exhibition Centre and delivered important remarks entitled """"Combining the Great St",0.151
MFA,506,2024-10-24,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),"Foreign Ministry Spokesperson Lin Jian's Regular Press Conference on October 24, 2024","CCTV: Yesterday, President Xi Jinping attended the 16th BRICS Summit and delivered an important statement. It's commented by many in other countries that President Xi Jinping's five proposals will elevate BRICS cooperati",0.13
Xinhua,860,2024-10-24,Xinhua,Ethiopian experts hail China's modernization path as crucial catalyst for global development,"ADDIS ABABA, Oct. 23 (Xinhua) -- Ethiopian experts have lauded China's path to modernization as a crucial catalyst for global development and progress, particularly in fostering a more balanced multipolar international s",0.145
Xinhua,861,2024-10-24,Xinhua,"Interview: China plays key role of BRICS countries in pursuing true multilateralism, Indian experts say","by Wu Yue COLOMBO, Oct. 24 (Xinhua) -- """"BRICS works to promote true multilateralism and support changes in global governance, and China plays an important role by actively engaging in discussions and initiatives that ai",0.169
Xinhua,862,2024-10-24,Xinhua,"2nd LD Writethru: Xi urges """"BRICS Plus"""" to pursue common security and development, harmony among civilizations","KAZAN, Russia, Oct. 24 (Xinhua) -- Chinese President Xi Jinping on Thursday called on """"BRICS Plus"""" countries to strive for common security, common development and harmony among civilizations. Xi made the remarks while ",0.117
Xinhua,863,2024-10-24,Xinhua,"Full Text: Address by Chinese President Xi Jinping at """"BRICS Plus"""" leaders' dialogue","KAZAN, Russia, Oct. 24 (Xinhua) -- Chinese President Xi Jinping on Thursday delivered an important speech at the """"BRICS Plus"""" leaders' dialogue in Kazan, Russia. The following is the full text of the speech: Combining ",0.166
MFA,507,2024-10-25,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),"Foreign Ministry Spokesperson Lin Jian's Regular Press Conference on October 25, 2024","China Daily: Yesterday President Xi Jinping attended the """"BRICS Plus"""" Dialogue and delivered important remarks. The international community, especially developing countries, welcomed President Xi Jinping's three-point ",0.073
Xinhua,864,2024-10-30,Xinhua,"China vows to deepen counterterrorism, law enforcement cooperation with Egypt","BEIJING, Oct. 29 (Xinhua) -- China is willing to work with the Egyptian side to deepen cooperation on counterterrorism and law enforcement, Chinese State Councilor and Minister of Public Security Wang Xiaohong said Tuesd",0.156
Xinhua,865,2024-10-31,Xinhua,"Chinese FM meets UNGA president, calling for deepened cooperation","BEIJING, Oct. 31 (Xinhua) -- Chinese Foreign Minister Wang Yi met Thursday with Philemon Yang, President of the 79th session of the UN General Assembly, calling for deepened cooperation with the United Nations. Wang, als",0.056
Xinhua,866,2024-10-31,Xinhua,"Minsk conference focuses on Eurasian security, world multipolarity","MINSK, Oct. 31 (Xinhua) -- The Second Minsk International Conference on Eurasian Security kicked off on Thursday, with the aim to conduct frank and inclusive discussions on such topics as the multi-polarization of the wo",0.039
Xinhua,867,2024-11-05,Xinhua,Senior CPC official pledges to advance China-Kenya cooperation,"NAIROBI, Nov. 5 (Xinhua) -- Li Xi, a senior official of the Communist Party of China (CPC), on Tuesday concluded an official goodwill visit to Kenya, where he expressed commitment to fostering an even closer China-Kenya ",0.176
MFA,508,2024-11-07,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),"Foreign Ministry Spokesperson Mao Ning's Regular Press Conference on November 7, 2024",China News Service: The eighth Greater Mekong Subregion (GMS) Summit was held in Kunming this morning. Premier of the State Council Li Qiang attended and addressed the event. Can you share more information on that? Mao N,0.156
Xinhua,868,2024-11-07,Xinhua,"China, Cuba vow to strengthen exchange in rule-of-law development","BEIJING, Nov. 7 (Xinhua) -- Zhao Leji, China's top legislator, and Esteban Lazo Hernandez, president of Cuba's National Assembly of People's Power, held talks on Thursday in Beijing, vowing to strengthen exchange in the ",0.185
Xinhua,869,2024-11-09,Xinhua,Xinhua Commentary: Jointly build Asia-Pacific community with a shared future through high-quality development,"BEIJING, Nov. 9 (Xinhua) -- The upcoming 31st APEC Economic Leaders' Meeting in Lima, Peru, coincides with the forum's 35th anniversary. Over the past 35 years, Asia-Pacific regional cooperation has yielded fruitful resu",0.217
MFA,509,2024-11-14,Ministry of Foreign Affairs of the People's Republic of China - News (English),China-Peru Friendship: Setting Sail Toward an Even Brighter Future,"Xi Jinping President of the People's Republic of China Early summer in the Southern Hemisphere is a season brimming with vitality and hope. At the invitation of President Dina Boluarte, I will soon pay a state visit to t",0.144
MFA,510,2024-11-14,Ministry of Foreign Affairs of the People's Republic of China - News (English),China-Peru Friendship: Setting Sail Toward an Even Brighter Future,"Xi Jinping President of the People's Republic of China Early summer in the Southern Hemisphere is a season brimming with vitality and hope. At the invitation of President Dina Boluarte, I will soon pay a state visit to t",0.144
Xinhua,870,2024-11-14,Xinhua,"Interview: China-proposed initiatives key to global governance, says Rwandan expert","KIGALI, Nov. 14 (Xinhua) -- China-proposed initiatives are playing a critical role in improving the global governance system, a Rwandan expert has said. """"China is sharing its development experience with other countries ",0.195
Xinhua,871,2024-11-14,Xinhua,"2nd LD Writethru: Chinese, Peruvian presidents to attend inauguration of Chancay Port via video","LIMA, Nov. 14 (Xinhua) -- Chinese President Xi Jinping said in a signed article published Thursday in Peruvian media outlet El Peruano that during his visit, he and President Dina Boluarte will attend the inauguration ce",0.087
Xinhua,872,2024-11-14,Xinhua,Chinese vice premier meets with Azerbaijani president Aliyev,"BAKU, Nov. 14 (Xinhua) -- Chinese Vice Premier Ding Xuexiang on Wednesday met with Azerbaijani President Ilham Aliyev in Baku, the capital city of Azerbaijan. Ding, also a member of the Standing Committee of the Politica",0.232
Xinhua,873,2024-11-14,Xinhua,Full Text of Chinese president's signed article in Peruvian media,"LIMA, Nov. 14 (Xinhua) -- Chinese President Xi Jinping published a signed article in Peruvian media outlet El Peruano on Thursday under the title """"China-Peru Friendship: Setting Sail Toward an Even Brighter Future"""" ahe",0.148
Xinhua,874,2024-11-14,Xinhua,1st LD: Xi says China ready to champion true multilateralism with Peru,"LIMA, Nov. 14 (Xinhua) -- China is ready to work with Peru to champion true multilateralism, promote an equal and orderly multipolar world and a universally beneficial and inclusive economic globalization, Chinese Presid",0.048
Xinhua,875,2024-11-16,Xinhua,"""""We are in the same boat"""": Xi dynamizes G20 cooperation in uncertain world","by Xinhua writer He Fei BEIJING, Nov. 16 (Xinhua) -- As a representative mix of the world's major economies, the Group of Twenty (G20) has become the premier forum the world looks up to today in moments of global economi",0.053
MFA,511,2024-11-20,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),"Foreign Ministry Spokesperson Lin Jian's Regular Press Conference on November 20, 2024",Dragon TV: Recently President Xi Jinping put forth the Global Cross-Border Data Flow Cooperation Initiative at the 31st APEC Economic Leaders' Meeting. The full text of the initiative was officially released by China at ,0.075
Xinhua,876,2024-11-20,Xinhua,"Guest Opinion: China a key contributor to building world of peace, security, common development","by Kin Phea As the world is increasingly interconnected yet deeply divided, China has been playing a pivotal role in promoting global peace, security, governance, common development and shared prosperity. China is an ind",0.168
Xinhua,877,2024-11-20,Xinhua,China ready to deepen int'l cooperation on cross-border data flow: spokesperson,"BEIJING, Nov. 20 (Xinhua) -- China stands ready to conduct and deepen exchanges and cooperation on cross-border data flow with other parties, a foreign ministry spokesperson said on Wednesday. China has put forth the Gl",0.079
Xinhua,878,2024-11-21,Xinhua,Chinese Defense Minister addresses ASEAN Defense Ministers' Meeting Plus,"VIENTIANE, Nov. 21 (Xinhua) -- Chinese Defense Minister Dong Jun on Thursday attended the 11th ASEAN (the Association of Southeast Asian Nations) Defense Ministers' Meeting Plus and delivered a speech. Noting the Asia-Pa",0.081
Xinhua,879,2024-11-22,Xinhua,Guest Opinion: A towering pillar built by BRICS,"by Xin Ping A 42-year-old woman waist-deep in filthy floodwater, her brows furrowed as she held her dog above the rising waters. In May, torrential floods caused by overflowing rivers left large parts of Brazil's Rio Gra",0.024
Xinhua,880,2024-11-23,Xinhua,CPC delegation attends International Conference of Asian Political Parties in Cambodia,"PHNOM PENH, Nov. 23 (Xinhua) -- A delegation of the Communist Party of China (CPC) attended the 12th International Conference of Asian Political Parties and related activities in Cambodia from Thursday to Saturday, at th",0.068
Xinhua,881,2024-11-24,Xinhua,Asian political parties welcome China's Global Civilization Initiative in promoting culture of peace,"PHNOM PENH, Nov. 24 (Xinhua) -- Representatives of Asian political parties have welcomed China-proposed Global Civilization Initiative (GCI) to promote a culture of peace, said a declaration released in Phnom Penh on Sat",0.208
